MarketingID,DateKey,CampaignID,RegionID,ProductID,Spend,Engagement_Rate,Reach,Impressions,Clicks,Conversions,CTR,Conversion_Rate,Sentiment_Score,Brand_Awareness,ROI,CPM,CPC,CPA,Campaign_Type,Cost_Per_Engagement,Engagement_Per_Impression,ROI_Category,Efficiency_Score
777,20240421,8003,3143,1036,5855.29,4.68,353721,2040258,29583,298,1.45,1.01,85.85,1.34,383.49,2.87,0.2,19.65,Product Launch,0.06,0.0468,High,43.69
252,20240421,8022,3139,1110,1865.8,4.49,171663,666298,15791,224,2.37,1.42,71.38,1.15,1198.59,2.8,0.12,8.33,Seasonal,0.06,0.0449,,85.7
970,20240421,8089,3270,1104,12600.05,4.74,488926,1243029,40398,169,3.25,0.42,75.1,2.27,139.56,10.14,0.31,74.56,Social Media,0.21,0.0474,Medium,10.07
410,20240421,8093,3297,1057,18697.21,4.73,359914,1583509,34837,668,2.2,1.92,79.82,1.48,180.74,11.81,0.54,27.99,Product Launch,0.25,0.0473,Medium,28.52
505,20240422,8097,3192,1150,3444.36,3.57,97171,288075,5444,28,1.89,0.52,65.14,1.36,17.67,11.96,0.63,123.01,Product Launch,0.33,0.0357,Low,5.3
291,20240423,8019,3107,1067,9037.0,4.41,477985,1731366,30125,593,1.74,1.97,71.58,0.91,900.48,5.22,0.3,15.24,Digital,0.12,0.0441,Very High,46.97
934,20240424,8050,3240,1011,8381.61,2.71,220419,714095,17423,193,2.44,1.11,68.46,2.14,212.19,11.74,0.48,43.43,Seasonal,0.43,0.0271,High,15.76
398,20240425,8042,3003,1197,3412.62,2.93,67128,340352,9053,189,2.66,2.09,89.99,0.79,817.9,10.03,0.38,18.06,Brand Awareness,0.34,0.0293,Very High,49.84
792,20240425,8064,3167,1129,10009.28,3.09,283447,918442,20297,79,2.21,0.39,76.3,2.92,-30.7,10.9,0.49,126.7,Brand Awareness,0.35,0.0309,Negative,6.02
427,20240425,8081,3151,1139,4987.15,4.52,197626,454779,5730,130,1.26,2.27,68.42,1.28,301.0,10.97,0.87,38.36,Digital,0.24,0.0452,High,17.84
422,20240425,8086,3126,1001,11915.96,6.7,1225392,4264714,78044,928,1.83,1.19,87.8,2.79,552.32,2.79,0.15,12.84,Social Media,0.04,0.067,Very High,68.38
791,20240426,8040,3247,1197,6515.72,2.46,184760,537705,14141,158,2.63,1.12,83.33,2.81,113.99,12.12,0.46,41.24,Brand Awareness,0.49,0.0246,Medium,20.21
101,20240426,8044,3011,1004,32766.73,2.99,981484,3021700,39584,320,1.31,0.81,73.13,1.39,-48.67,10.84,0.83,102.4,Brand Awareness,0.36,0.0299,Negative,7.14
915,20240427,8052,3259,1131,17062.16,3.12,258780,1533515,18862,92,1.23,0.49,79.58,1.05,-36.68,11.13,0.9,185.46,Seasonal,0.36,0.0312,Negative,4.29
141,20240427,8057,3290,1088,29351.53,4.55,1107157,2772522,65431,601,2.36,0.92,75.28,0.94,69.16,10.59,0.45,48.84,Digital,0.23,0.0455,Low,15.41
457,20240429,8033,3279,1006,45801.99,3.66,1374471,3964243,105845,1725,2.67,1.63,81.57,3.31,500.58,11.55,0.43,26.55,Product Launch,0.32,0.0366,Very High,30.72
328,20240429,8079,3291,1105,5886.28,3.32,159315,522135,17595,424,3.37,2.41,74.42,0.62,1182.62,11.27,0.33,13.88,Seasonal,0.34,0.0332,,53.61
741,20240429,8085,3082,1107,3931.94,5.19,247685,743731,19411,425,2.61,2.19,77.73,0.62,1474.8,5.29,0.2,9.25,Digital,0.1,0.0519,,84.02
951,20240430,8024,3100,1087,7551.07,4.28,616282,1563060,21882,485,1.4,2.22,74.93,3.37,1141.8,4.83,0.35,15.57,Digital,0.11,0.0428,,48.13
516,20240501,8047,3125,1056,3449.94,4.68,429067,1074839,16337,241,1.52,1.48,75.22,1.91,786.82,3.21,0.21,14.32,Digital,0.07,0.0468,Very High,52.55
492,20240502,8035,3223,1063,19989.96,2.9,336265,1788335,21817,272,1.22,1.25,87.39,1.87,95.88,11.18,0.92,73.49,Product Launch,0.39,0.029,Low,11.89
447,20240502,8074,3031,1055,14725.47,5.42,401774,1787556,56844,710,3.18,1.25,86.76,1.77,245.94,8.24,0.26,20.74,Product Launch,0.15,0.0542,High,41.83
117,20240502,8084,3065,1021,5907.29,5.91,316627,1123111,10107,137,0.9,1.36,90.16,3.43,239.25,5.26,0.58,43.12,Social Media,0.09,0.0591,High,20.91
788,20240503,8065,3055,1197,2655.82,3.41,169171,552718,8014,96,1.45,1.21,90.57,3.27,283.39,4.81,0.33,27.66,Brand Awareness,0.14,0.0341,High,32.74
72,20240503,8089,3198,1166,35850.45,4.11,1320731,3484119,75256,1482,2.16,1.97,77.73,1.04,170.09,10.29,0.48,24.19,Social Media,0.25,0.0411,Medium,32.13
3,20240504,8022,3090,1190,990.13,2.76,30631,179300,3478,81,1.94,2.35,77.2,1.01,1534.39,5.52,0.28,12.22,Brand Awareness,0.2,0.0276,,63.16
870,20240504,8048,3270,1138,5628.86,3.35,109424,494624,12761,298,2.58,2.34,66.7,3.39,328.62,11.38,0.44,18.89,Brand Awareness,0.34,0.0335,High,35.31
33,20240505,8039,3143,1076,1896.91,6.15,237091,619336,13439,112,2.17,0.84,91.12,1.77,985.88,3.06,0.14,16.94,Digital,0.05,0.0615,Very High,53.8
958,20240505,8051,3115,1092,3825.47,4.04,241339,829058,10943,177,1.32,1.62,72.5,1.41,638.12,4.61,0.35,21.61,Seasonal,0.11,0.0404,Very High,33.54
202,20240505,8052,3035,1002,27232.86,3.12,1052270,3265874,108100,745,3.31,0.69,80.31,2.76,117.03,8.34,0.25,36.55,Brand Awareness,0.27,0.0312,Medium,21.97
585,20240505,8080,3067,1175,11405.92,3.35,551115,2061738,41647,1032,2.02,2.48,80.25,1.87,1279.0,5.53,0.27,11.05,Seasonal,0.17,0.0335,,72.61
345,20240506,8028,3198,1186,9123.52,4.05,257009,786733,8811,205,1.12,2.33,86.96,1.03,88.53,11.6,1.04,44.5,Digital,0.29,0.0405,Low,19.54
313,20240506,8039,3184,1073,7262.7,3.05,204648,658707,17982,393,2.73,2.19,79.74,2.72,529.44,11.03,0.4,18.48,Seasonal,0.36,0.0305,Very High,43.15
169,20240506,8065,3227,1026,12541.12,4.48,399585,1149109,9997,220,0.87,2.21,70.62,0.67,197.76,10.91,1.25,57.01,Digital,0.24,0.0448,Medium,12.39
865,20240507,8089,3031,1153,13106.08,4.84,243453,1589376,44661,875,2.81,1.96,79.56,3.07,1176.72,8.25,0.29,14.98,Product Launch,0.17,0.0484,,53.12
65,20240507,8091,3272,1019,29661.06,3.35,449869,2445934,67018,408,2.74,0.61,82.4,1.86,70.37,12.13,0.44,72.7,Brand Awareness,0.36,0.0335,Low,11.33
214,20240508,8030,3284,1072,19804.61,2.93,565524,1791228,32958,761,1.84,2.31,70.9,2.48,502.79,11.06,0.6,26.02,Brand Awareness,0.38,0.0293,Very High,27.24
150,20240508,8036,3299,1127,26914.32,4.77,737162,2275865,34137,692,1.5,2.03,72.66,2.93,83.9,11.83,0.79,38.89,Social Media,0.25,0.0477,Low,18.68
397,20240508,8080,3200,1159,24999.05,2.95,383010,2063864,48500,1202,2.35,2.48,88.29,2.51,205.61,12.11,0.52,20.8,Brand Awareness,0.41,0.0295,High,42.45
227,20240509,8073,3234,1165,21176.56,3.7,508703,1950053,30420,115,1.56,0.38,89.47,0.94,-11.17,10.86,0.7,184.14,Product Launch,0.29,0.037,Negative,4.86
773,20240510,8047,3024,1047,5276.35,2.86,87595,548384,11461,269,2.09,2.35,75.84,1.81,205.73,9.62,0.46,19.61,Brand Awareness,0.34,0.0286,High,38.66
693,20240510,8047,3295,1081,23961.71,4.09,784988,2318024,65368,503,2.82,0.77,90.82,2.51,66.0,10.34,0.37,47.64,Social Media,0.25,0.0409,Low,19.06
245,20240510,8080,3149,1140,3544.82,3.61,275894,1078999,24816,322,2.3,1.3,77.4,3.39,1403.71,3.29,0.14,11.01,Brand Awareness,0.09,0.0361,,70.31
431,20240511,8019,3138,1150,1268.8,4.1,77635,401997,3537,61,0.88,1.75,88.22,0.61,317.13,3.16,0.36,20.8,Brand Awareness,0.08,0.041,High,42.41
479,20240511,8024,3086,1150,2311.82,5.4,122912,472384,7888,140,1.67,1.78,76.36,2.96,1064.04,4.89,0.29,16.51,Product Launch,0.09,0.054,,46.24
49,20240512,8050,3022,1045,8997.81,4.7,238227,828858,13427,146,1.62,1.09,75.59,1.5,110.78,10.86,0.67,61.63,Digital,0.23,0.047,Medium,12.27
656,20240512,8094,3127,1007,16255.26,4.6,2010609,5279337,152044,2493,2.88,1.64,92.22,1.42,837.66,3.08,0.11,6.52,Digital,0.07,0.046,Very High,141.43
98,20240513,8012,3229,1193,3198.96,4.74,131254,302783,6570,71,2.17,1.09,74.42,3.26,249.14,10.57,0.49,45.06,Social Media,0.22,0.0474,High,16.52
916,20240513,8015,3049,1110,7229.64,3.0,242573,730604,14612,230,2.0,1.58,75.46,1.44,179.36,9.9,0.49,31.43,Digital,0.33,0.03,Medium,24.01
821,20240513,8016,3196,1065,18247.02,5.0,560326,1739273,36524,723,2.1,1.98,77.38,3.02,136.69,10.49,0.5,25.24,Social Media,0.21,0.05,Medium,30.66
362,20240513,8047,3123,1067,5235.34,5.37,370463,1572266,34747,489,2.21,1.41,76.82,1.48,1404.43,3.33,0.15,10.71,Seasonal,0.06,0.0537,,71.75
371,20240514,8011,3075,1043,3803.74,6.93,364864,818557,18663,214,2.28,1.15,81.3,2.58,979.84,4.65,0.2,17.77,Digital,0.07,0.0693,Very High,45.74
767,20240514,8040,3175,1096,14002.85,3.1,477975,1388675,43465,538,3.13,1.24,78.63,0.76,272.52,10.08,0.32,26.03,Seasonal,0.33,0.031,High,30.21
290,20240514,8090,3220,1153,9430.15,3.31,235030,834710,8430,132,1.01,1.57,83.6,2.2,83.35,11.3,1.12,71.44,Digital,0.34,0.0331,Low,11.7
126,20240515,8072,3100,1142,4270.81,6.36,221633,773096,9354,204,1.21,2.19,83.67,2.01,139.36,5.52,0.46,20.94,Product Launch,0.09,0.0636,Medium,39.97
263,20240516,8073,3075,1128,12514.47,5.19,600208,2374404,33004,280,1.39,0.85,77.24,1.35,315.32,5.27,0.38,44.69,Social Media,0.1,0.0519,High,17.28
113,20240516,8098,3131,1151,3490.53,5.31,274839,1160596,30871,138,2.66,0.45,77.84,2.87,419.61,3.01,0.11,25.29,Seasonal,0.06,0.0531,High,30.77
888,20240517,8028,3084,1164,2089.87,6.46,163077,395176,13119,179,3.32,1.37,85.48,2.35,749.74,5.29,0.16,11.68,Social Media,0.08,0.0646,Very High,73.21
355,20240517,8028,3120,1069,4056.28,5.59,247716,773000,13141,47,1.7,0.36,78.2,0.92,36.37,5.25,0.31,86.3,Social Media,0.09,0.0559,Low,9.06
829,20240518,8034,3038,1064,12205.5,4.51,643307,1901684,64086,634,3.37,0.99,83.27,0.75,475.22,6.42,0.19,19.25,Product Launch,0.14,0.0451,High,43.25
806,20240518,8047,3010,1022,14055.53,2.87,270676,1305592,25197,244,1.93,0.97,70.61,3.01,233.44,10.77,0.56,57.6,Brand Awareness,0.38,0.0287,High,12.26
265,20240518,8081,3119,1198,3238.73,7.96,248360,699401,10630,66,1.52,0.63,88.3,2.16,62.05,4.63,0.3,49.07,Social Media,0.06,0.0796,Low,17.99
631,20240518,8081,3130,1142,1054.31,5.6,129384,323792,5472,74,1.69,1.36,81.97,3.39,1070.95,3.26,0.19,14.25,Digital,0.06,0.056,,57.53
103,20240518,8094,3296,1007,43834.17,2.8,769780,4341255,65987,475,1.52,0.72,83.52,2.69,73.93,10.1,0.66,92.28,Brand Awareness,0.36,0.028,Low,9.05
861,20240519,8003,3087,1175,13434.54,5.93,956608,2787139,93369,1568,3.35,1.68,77.51,2.95,1935.57,4.82,0.14,8.57,Product Launch,0.08,0.0593,,90.47
672,20240519,8023,3026,1171,24135.46,3.12,871954,2602192,40854,261,1.57,0.64,78.87,1.94,103.91,9.28,0.59,92.47,Brand Awareness,0.3,0.0312,Medium,8.53
119,20240519,8058,3081,1107,4541.99,4.05,245380,845005,14872,331,1.76,2.23,77.0,2.74,1021.57,5.38,0.31,13.72,Product Launch,0.13,0.0405,,56.11
293,20240519,8064,3057,1095,11869.04,3.17,510008,2293818,49317,720,2.15,1.46,83.76,1.1,1010.64,5.17,0.24,16.48,Brand Awareness,0.16,0.0317,,50.81
480,20240519,8090,3004,1177,22140.7,3.19,587439,2052868,34077,136,1.66,0.4,84.37,2.67,17.07,10.79,0.65,162.8,Seasonal,0.34,0.0319,Low,5.18
593,20240520,8004,3140,1002,3656.68,4.53,281259,1196994,11371,94,0.95,0.83,76.25,0.73,296.57,3.05,0.32,38.9,Seasonal Promotion,0.07,0.0453,High,19.6
670,20240520,8040,3176,1058,18129.35,4.09,451457,1753936,33850,352,1.93,1.04,70.46,0.55,172.17,10.34,0.54,51.5,Social Media,0.25,0.0409,Medium,13.68
348,20240520,8073,3205,1170,18245.36,3.11,277682,1595874,31757,257,1.99,0.81,91.12,2.93,156.89,11.43,0.57,70.99,Product Launch,0.37,0.0311,Medium,12.83
240,20240520,8082,3207,1005,9570.54,2.78,158058,936432,25939,464,2.77,1.79,62.98,0.72,405.64,10.22,0.37,20.63,Seasonal,0.37,0.0278,High,30.53
289,20240521,8006,3136,1189,5932.34,7.71,681580,1815366,32858,269,1.81,0.82,71.5,2.76,405.6,3.27,0.18,22.05,Social Media,0.04,0.0771,High,32.42
771,20240522,8010,3016,1118,10535.85,3.16,375237,1093290,9074,88,0.83,0.98,74.49,3.05,28.56,9.64,1.16,119.73,Brand Awareness,0.3,0.0316,Low,6.22
893,20240522,8016,3041,1105,24371.29,3.21,665792,2697720,26167,586,0.97,2.24,83.67,3.16,157.37,9.03,0.93,41.59,Product Launch,0.28,0.0321,Medium,20.12
190,20240522,8018,3150,1040,7386.12,3.69,781424,2533669,58021,777,2.29,1.34,73.98,3.22,718.09,2.92,0.13,9.51,Seasonal,0.08,0.0369,Very High,77.82
276,20240522,8078,3220,1079,5578.79,3.83,144874,548092,5864,69,1.07,1.18,71.23,1.32,40.87,10.18,0.95,80.85,Product Launch,0.27,0.0383,Low,8.81
434,20240522,8100,3238,1146,7860.0,2.86,117337,727665,14480,101,1.99,0.7,63.48,0.6,108.69,10.8,0.54,77.82,Product Launch,0.38,0.0286,Medium,8.16
756,20240524,8016,3023,1194,6683.01,4.07,207717,687367,8042,153,1.17,1.91,72.98,2.76,57.59,9.72,0.83,43.68,Social Media,0.24,0.0407,Low,16.71
785,20240525,8007,3271,1071,6324.48,5.15,198930,522950,11243,192,2.15,1.71,85.01,1.76,85.88,12.09,0.56,32.94,Social Media,0.23,0.0515,Low,25.81
941,20240525,8028,3195,1148,12144.69,3.33,250991,1033575,34624,221,3.35,0.64,79.5,1.91,53.39,11.75,0.35,54.95,Product Launch,0.35,0.0333,Low,14.47
423,20240525,8067,3263,1173,26307.0,4.4,812474,2296177,49367,380,2.15,0.77,85.09,1.08,44.76,11.46,0.53,69.23,Social Media,0.26,0.044,Low,12.29
907,20240525,8074,3041,1164,26465.4,4.39,761968,2519688,82897,770,3.29,0.93,75.26,2.62,350.6,10.5,0.32,34.37,Digital,0.24,0.0439,High,21.9
320,20240526,8023,3072,1068,9023.82,6.32,640945,1775877,37293,141,2.1,0.38,73.61,2.14,78.63,5.08,0.24,64.0,Digital,0.08,0.0632,Low,11.5
237,20240527,8004,3290,1154,8763.27,3.1,273166,871092,12717,204,1.46,1.61,65.83,3.25,342.31,10.06,0.69,42.96,Seasonal Promotion,0.32,0.031,High,15.32
690,20240527,8077,3044,1095,35335.5,2.98,799702,4091316,36412,801,0.89,2.2,79.57,0.77,329.55,8.64,0.97,44.11,Brand Awareness,0.29,0.0298,High,18.04
964,20240527,8090,3163,1153,10161.82,3.8,291134,926605,14455,286,1.56,1.98,71.09,2.47,389.25,10.97,0.7,35.53,Social Media,0.29,0.038,High,20.01
47,20240528,8044,3196,1010,12936.17,5.16,322405,1194371,19945,476,1.67,2.39,68.5,3.41,242.07,10.83,0.65,27.18,Digital,0.21,0.0516,High,25.21
286,20240528,8051,3209,1061,5566.45,5.23,228777,526852,16859,177,3.2,1.05,70.96,0.64,383.63,10.57,0.33,31.45,Digital,0.2,0.0523,High,22.56
862,20240528,8061,3120,1125,8782.61,4.06,478999,1755373,53538,894,3.05,1.67,74.21,2.15,729.05,5.0,0.16,9.82,Brand Awareness,0.12,0.0406,Very High,75.54
210,20240529,8013,3282,1065,10671.13,3.71,348354,881302,23354,102,2.65,0.44,81.78,0.63,71.99,12.11,0.46,104.62,Digital,0.33,0.0371,Low,7.82
959,20240529,8098,3104,1103,10704.66,5.27,654940,2195139,70463,923,3.21,1.31,73.31,1.81,1381.48,4.88,0.15,11.6,Digital,0.09,0.0527,,63.21
76,20240530,8002,3139,1170,12140.47,3.21,1446311,4195347,68384,1333,1.63,1.95,81.46,1.35,1121.35,2.89,0.18,9.11,Brand Awareness,0.09,0.0321,,89.44
55,20240530,8031,3033,1003,5321.4,3.95,256613,648989,13174,113,2.03,0.86,83.39,1.63,226.1,8.2,0.4,47.09,Digital,0.21,0.0395,High,17.71
116,20240530,8047,3238,1016,13986.19,2.62,348055,1171636,14528,345,1.24,2.38,81.41,0.54,200.44,11.94,0.96,40.54,Seasonal,0.46,0.0262,High,20.08
94,20240530,8070,3142,1162,12273.1,5.64,1183309,4385880,87279,1370,1.99,1.57,63.07,1.23,1670.46,2.8,0.14,8.96,Social Media,0.05,0.0564,,70.4
966,20240531,8039,3097,1085,16461.74,3.32,483260,3083362,44708,420,1.45,0.94,87.74,3.04,291.62,5.34,0.37,39.19,Seasonal,0.16,0.0332,High,22.39
507,20240531,8074,3258,1114,14799.69,3.94,417546,1413398,49044,696,3.47,1.42,71.23,3.35,507.43,10.47,0.3,21.26,Product Launch,0.27,0.0394,Very High,33.5
533,20240601,8014,3001,1048,23401.15,3.41,816018,2343805,27422,263,1.17,0.96,75.93,2.91,91.48,9.98,0.85,88.98,Product Launch,0.29,0.0341,Low,8.53
217,20240601,8025,3182,1169,29626.43,3.09,537698,2711704,63725,1178,2.35,1.85,88.0,2.13,661.97,10.93,0.46,25.15,Brand Awareness,0.35,0.0309,Very High,34.99
267,20240601,8053,3282,1157,7522.42,2.86,133797,649777,13125,160,2.02,1.22,82.37,0.99,54.57,11.58,0.57,47.02,Brand Awareness,0.4,0.0286,Low,17.52
921,20240601,8055,3227,1173,16111.99,2.39,450515,1380570,18361,174,1.33,0.95,79.09,0.69,86.46,11.67,0.88,92.6,Seasonal,0.49,0.0239,Low,8.54
891,20240602,8082,3114,1070,8744.84,3.85,496123,1620226,35158,189,2.17,0.54,70.24,0.76,67.66,5.4,0.25,46.27,Seasonal,0.14,0.0385,Low,15.18
207,20240602,8097,3223,1051,11648.28,3.17,238599,962540,14630,149,1.52,1.02,75.01,1.78,54.87,12.1,0.8,78.18,Brand Awareness,0.38,0.0317,Low,9.59
466,20240603,8010,3010,1032,26595.15,3.71,634944,2891114,57533,966,1.99,1.68,71.38,2.94,565.36,9.2,0.46,27.53,Product Launch,0.25,0.0371,Very High,25.93
495,20240603,8014,3239,1107,15742.32,3.56,425324,1375432,37824,900,2.75,2.38,75.15,3.25,739.66,11.45,0.42,17.49,Digital,0.32,0.0356,Very High,42.96
294,20240603,8019,3170,1162,29711.67,2.84,553020,2747246,66483,877,2.42,1.32,75.16,2.12,293.93,10.82,0.45,33.88,Product Launch,0.38,0.0284,High,22.18
750,20240603,8025,3089,1069,4112.05,4.66,215169,783330,14256,161,1.82,1.13,73.17,1.37,290.0,5.25,0.29,25.54,Product Launch,0.11,0.0466,High,28.65
443,20240603,8063,3012,1026,35082.17,4.73,878962,3343064,42791,179,1.28,0.42,85.94,2.22,-64.29,10.49,0.82,195.99,Digital,0.22,0.0473,Negative,4.38
799,20240603,8064,3001,1018,5753.07,3.26,137813,576696,7381,100,1.28,1.36,83.75,2.27,230.13,9.98,0.78,57.53,Product Launch,0.31,0.0326,High,14.56
112,20240603,8085,3133,1198,576.13,6.52,57150,189854,1765,32,0.93,1.83,84.26,3.13,762.62,3.03,0.33,18.0,Social Media,0.05,0.0652,Very High,46.8
445,20240603,8086,3268,1151,3437.1,4.18,134779,337561,11274,37,3.34,0.33,85.12,2.35,85.51,10.18,0.3,92.89,Digital,0.24,0.0418,Low,9.16
378,20240603,8091,3201,1117,10883.04,3.53,271834,1033992,8582,144,0.83,1.68,79.0,2.95,-21.19,10.53,1.27,75.58,Social Media,0.3,0.0353,Negative,10.45
910,20240604,8007,3043,1164,21076.01,4.28,786738,2245865,64456,238,2.87,0.37,84.54,0.84,88.11,9.38,0.33,88.55,Digital,0.22,0.0428,Low,9.55
306,20240604,8037,3107,1117,2063.82,3.53,61762,383037,10150,125,2.65,1.24,73.73,3.21,1012.63,5.39,0.2,16.51,Brand Awareness,0.15,0.0353,,44.66
29,20240604,8069,3138,1037,5885.9,5.5,766186,1825423,28841,703,1.58,2.44,79.71,3.39,1026.93,3.22,0.2,8.37,Digital,0.06,0.055,,95.2
603,20240604,8100,3200,1113,21428.96,3.78,710537,2050009,43050,413,2.1,0.96,86.97,1.13,80.56,10.45,0.5,51.89,Digital,0.28,0.0378,Low,16.76
538,20240605,8006,3172,1123,23647.76,2.45,432728,2259666,56717,708,2.51,1.25,74.25,1.26,244.48,10.47,0.42,33.4,Seasonal,0.43,0.0245,High,22.23
92,20240605,8015,3088,1116,11721.55,5.05,628725,2213363,36741,815,1.66,2.22,64.51,2.36,460.44,5.3,0.32,14.38,Social Media,0.1,0.0505,High,44.85
580,20240605,8025,3173,1055,23918.9,3.16,510254,1978863,60355,1303,3.05,2.16,61.47,1.44,436.06,12.09,0.4,18.36,Product Launch,0.38,0.0316,High,33.49
125,20240605,8041,3196,1084,35430.94,3.91,1180133,3010369,36726,403,1.22,1.1,72.4,1.33,28.52,11.77,0.96,87.92,Digital,0.3,0.0391,Low,8.23
401,20240605,8051,3157,1092,35539.06,2.01,603887,3374876,113733,2058,3.37,1.81,79.49,2.73,948.05,10.53,0.31,17.27,Brand Awareness,0.52,0.0201,Very High,46.03
793,20240605,8061,3161,1025,11424.53,3.67,193579,987501,13133,208,1.33,1.59,65.05,0.99,17.25,11.57,0.87,54.93,Product Launch,0.32,0.0367,Low,11.84
88,20240605,8080,3017,1098,42634.22,2.32,693842,4354680,78384,564,1.8,0.72,71.91,3.32,47.89,9.79,0.54,75.59,Brand Awareness,0.42,0.0232,Low,9.51
353,20240605,8090,3085,1073,5507.0,5.05,288949,1028098,28683,619,2.79,2.16,84.93,2.45,1334.07,5.36,0.19,8.9,Product Launch,0.11,0.0505,,95.46
667,20240605,8098,3211,1196,15906.19,4.55,403422,1546530,30466,207,1.97,0.68,89.91,2.32,77.25,10.29,0.52,76.84,Social Media,0.23,0.0455,Low,11.7
628,20240606,8024,3070,1002,3741.47,4.32,282567,821345,7227,70,0.88,0.98,71.81,2.96,190.26,4.56,0.52,53.45,Product Launch,0.11,0.0432,Medium,13.44
377,20240606,8073,3193,1025,34722.18,4.73,885646,2909483,73900,1005,2.54,1.36,74.08,3.32,401.94,11.93,0.47,34.55,Social Media,0.25,0.0473,High,21.44
69,20240606,8088,3060,1171,20348.65,5.2,1984320,4466165,49574,1041,1.11,2.1,77.2,2.79,489.34,4.56,0.41,19.55,Social Media,0.09,0.052,High,39.49
646,20240606,8092,3020,1152,6029.43,3.02,160594,628505,20112,100,3.2,0.5,72.88,0.61,45.49,9.59,0.3,60.29,Brand Awareness,0.32,0.0302,Low,12.09
554,20240607,8028,3005,1094,35546.43,3.58,989109,3681363,60742,917,1.65,1.51,73.09,1.31,106.54,9.66,0.59,38.76,Seasonal,0.27,0.0358,Medium,18.86
911,20240608,8015,3116,1078,10624.86,3.5,437849,1960251,27443,636,1.4,2.32,78.49,1.29,528.2,5.42,0.39,16.71,Brand Awareness,0.15,0.035,Very High,46.98
148,20240608,8020,3037,1054,6929.45,7.53,384944,1061296,9551,49,0.9,0.52,69.87,0.71,-56.0,6.53,0.73,141.42,Social Media,0.09,0.0753,Negative,4.94
366,20240608,8039,3007,1066,13414.79,4.64,506774,1227303,19145,379,1.56,1.98,83.74,2.55,50.51,10.93,0.7,35.4,Social Media,0.24,0.0464,Low,23.66
998,20240608,8063,3126,1031,916.26,5.37,129614,304687,8043,131,2.64,1.64,76.1,1.68,1884.9,3.01,0.11,6.99,Social Media,0.06,0.0537,,108.8
389,20240608,8076,3204,1129,20667.57,4.38,457571,1799367,21232,324,1.18,1.53,74.62,2.19,52.08,11.49,0.97,63.79,Social Media,0.26,0.0438,Low,11.7
372,20240608,8086,3181,1072,9716.48,3.94,256868,955304,13374,148,1.4,1.11,89.84,1.75,-0.11,10.17,0.73,65.65,Social Media,0.26,0.0394,Negative,13.68
993,20240609,8008,3138,1047,8959.63,7.55,1070459,3045623,34415,223,1.13,0.65,77.93,3.37,184.72,2.94,0.26,40.18,Social Media,0.04,0.0755,Medium,19.4
588,20240609,8085,3120,1020,4464.95,3.66,275386,912935,13054,108,1.43,0.83,71.6,1.9,129.18,4.89,0.34,41.34,Seasonal,0.13,0.0366,Medium,17.32
339,20240610,8041,3180,1096,42130.22,4.18,969987,3730191,106683,821,2.86,0.77,83.7,3.41,217.61,11.29,0.39,51.32,Product Launch,0.27,0.0418,High,16.31
184,20240611,8023,3178,1113,23137.1,4.47,600137,1976868,60096,631,3.04,1.05,78.44,1.1,229.41,11.7,0.39,36.67,Digital,0.26,0.0447,High,21.39
734,20240611,8040,3268,1158,20775.49,3.02,458012,1811419,19925,352,1.1,1.77,89.88,1.34,4.45,11.47,1.04,59.02,Seasonal,0.38,0.0302,Low,15.23
590,20240612,8012,3252,1105,10090.38,3.87,237706,856593,24412,490,2.85,2.01,77.48,2.4,455.43,11.78,0.41,20.59,Social Media,0.3,0.0387,High,37.63
530,20240612,8060,3190,1188,8887.26,5.27,250665,848309,17305,394,2.04,2.28,88.47,0.78,747.97,10.48,0.51,22.56,Social Media,0.2,0.0527,Very High,39.22
134,20240612,8083,3166,1191,17069.74,2.78,449666,1499000,45419,476,3.03,1.05,73.07,0.79,457.38,11.39,0.38,35.86,Brand Awareness,0.41,0.0278,High,20.38
354,20240612,8093,3090,1057,7580.55,5.14,452354,1568684,21961,505,1.4,2.3,73.95,3.09,288.66,4.83,0.35,15.01,Brand Awareness,0.09,0.0514,High,49.26
4,20240613,8006,3230,1045,18126.08,3.71,669454,1665899,46478,938,2.79,2.02,74.95,2.06,820.65,10.88,0.39,19.32,Digital,0.29,0.0371,Very High,38.79
892,20240613,8020,3284,1195,16307.56,3.9,680248,1512802,46594,722,3.08,1.55,79.61,0.89,656.17,10.78,0.35,22.59,Social Media,0.28,0.039,Very High,35.25
477,20240613,8088,3011,1077,25204.07,3.89,678950,2547585,88655,1374,3.48,1.55,71.33,3.39,487.04,9.89,0.28,18.34,Product Launch,0.25,0.0389,High,38.89
887,20240614,8019,3145,1168,8085.6,5.18,740704,2957564,36378,909,1.23,2.5,82.37,2.31,1613.83,2.73,0.22,8.9,Social Media,0.05,0.0518,,92.6
571,20240614,8020,3181,1148,13831.67,3.43,420745,1143057,36577,113,3.2,0.31,89.16,2.41,42.92,12.1,0.38,122.4,Digital,0.35,0.0343,Low,7.28
463,20240614,8022,3186,1112,19082.83,4.18,771416,1870658,44147,768,2.36,1.74,92.06,0.64,301.04,10.2,0.43,24.85,Social Media,0.24,0.0418,High,37.05
257,20240615,8055,3017,1105,14406.96,3.15,367851,1407516,13230,78,0.94,0.59,74.25,2.66,-48.98,10.24,1.09,184.7,Product Launch,0.32,0.0315,Negative,4.02
