ProductionID,DateKey,PlantID,ProductID,Produced_Quantity,Production_Cost,Material_Cost,Labor_Cost,Energy_Cost,Downtime_Hours,Efficiency_Rate,Quality_Defect_Rate,Capacity_Utilization,Shift,Cost_Per_Unit,OEE,Downtime_Cost
496,20240606,6026,1076,14457,9317.98,4401.39,3735.71,1180.88,0.0,87.16,0.05,86.45,Afternoon,0.6445,100.0,0.0
460,20240606,6080,1097,5435,5537.66,3251.53,1637.52,648.61,0.0,81.53,0.27,68.64,Afternoon,1.0189,52.06,0.0
417,20240607,6020,1109,9223,14580.47,11585.5,2252.16,742.81,0.0,90.76,0.37,71.08,Night,1.5809,63.62,0.0
604,20240607,6079,1099,8118,8685.94,4904.2,2869.24,912.51,0.0,87.31,0.28,85.46,Morning,1.07,86.07,0.0
971,20240607,6081,1163,7838,11970.85,8093.41,2703.91,1173.53,1.1,81.86,0.42,81.05,Afternoon,1.5273,104.8,550.0
181,20240608,6011,1167,15325,20035.24,15425.63,2491.41,2118.2,0.0,91.88,0.38,83.39,Morning,1.3074,65.11,0.0
226,20240608,6075,1166,7479,10990.09,7196.66,2895.18,898.25,2.1,80.81,0.48,68.12,Afternoon,1.4695,93.58,1050.0
163,20240609,6066,1076,10763,7204.78,3256.07,3389.85,558.86,3.0,84.9,0.06,79.29,Night,0.6694,114.29,1500.0
257,20240610,6064,1075,8442,6691.58,2589.29,3083.12,1019.17,0.0,81.75,0.05,64.29,Morning,0.7927,94.23,0.0
563,20240610,6081,1170,7235,10808.51,7523.37,2578.83,706.31,0.0,87.28,0.37,91.95,Morning,1.4939,92.31,0.0
379,20240612,6013,1138,14132,15213.63,11393.2,2968.1,852.33,0.0,94.11,0.3,83.96,Afternoon,1.0765,100.0,0.0
836,20240612,6050,1010,9989,7756.09,4363.35,2807.15,585.59,0.0,87.1,0.09,72.27,Night,0.7765,80.2,0.0
871,20240613,6044,1121,8051,9235.81,6356.49,2362.08,517.25,0.0,88.47,0.28,66.24,Night,1.1472,52.79,0.0
20,20240614,6005,1176,19899,23756.81,19295.59,3131.65,1329.56,0.0,94.38,0.38,82.01,Afternoon,1.1939,80.41,0.0
641,20240614,6010,1087,15245,14304.7,8792.85,3511.7,2000.15,0.0,87.28,0.28,82.52,Morning,0.9383,78.82,0.0
360,20240614,6087,1059,5944,8277.81,5611.2,2300.75,365.86,0.0,82.16,0.2,73.37,Morning,1.3926,84.97,0.0
527,20240615,6016,1165,11052,13224.0,10922.7,1699.52,601.78,0.0,90.7,0.37,72.51,Morning,1.1965,56.09,0.0
189,20240615,6018,1172,19788,25926.38,20247.71,3653.5,2025.17,0.0,92.52,0.38,91.01,Afternoon,1.3102,100.0,0.0
995,20240615,6022,1141,8262,14869.59,11730.05,2118.22,1021.32,0.0,89.18,0.45,79.5,Afternoon,1.7998,47.07,0.0
617,20240615,6089,1188,3634,3393.62,1765.24,1127.32,501.07,0.0,82.55,0.57,72.26,Night,0.9339,38.59,0.0
471,20240616,6092,1056,7008,9458.22,6260.04,2311.58,886.61,0.0,84.83,0.19,79.06,Morning,1.3496,88.37,0.0
713,20240617,6016,1153,12093,20868.38,17730.43,2410.0,727.95,0.0,91.74,0.46,84.34,Afternoon,1.7257,61.37,0.0
660,20240617,6067,1187,3516,3323.05,1756.41,1151.9,414.74,0.0,81.46,0.56,75.43,Afternoon,0.9451,39.79,0.0
410,20240618,6023,1106,8026,13404.0,10013.3,2243.51,1147.2,0.0,86.48,0.39,78.88,Morning,1.6701,55.26,0.0
944,20240618,6037,1188,5221,4711.23,2660.75,1529.88,520.6,0.0,83.63,0.57,71.01,Night,0.9024,31.4,0.0
463,20240619,6037,1071,16628,11441.19,4759.46,4779.02,1902.71,0.0,88.16,0.05,76.9,Morning,0.6881,100.0,0.0
646,20240619,6052,1185,6544,5956.12,3430.82,2122.68,402.63,0.0,92.37,0.59,81.3,Night,0.9102,67.03,0.0
85,20240619,6065,1133,4993,6363.28,4070.35,1601.44,691.49,0.0,87.85,0.29,74.66,Night,1.2744,46.63,0.0
873,20240619,6083,1177,7375,10688.9,7009.73,2747.68,931.49,0.0,88.12,0.37,82.8,Morning,1.4493,87.67,0.0
862,20240619,6096,1128,5623,7313.64,4703.46,1799.9,810.28,3.3,80.82,0.39,72.21,Morning,1.3007,70.69,1650.0
4,20240620,6026,1101,8868,14522.32,11076.31,2652.36,793.65,0.0,84.8,0.39,74.2,Morning,1.6376,61.34,0.0
391,20240620,6040,1104,6371,9590.82,7275.41,1407.26,908.16,0.0,86.28,0.36,59.16,Afternoon,1.5054,37.64,0.0
482,20240620,6069,1160,5285,9468.91,7218.56,1856.98,393.38,3.6,83.47,0.69,89.36,Morning,1.7917,71.48,1800.0
841,20240621,6024,1175,11672,16040.68,11723.52,3377.47,939.68,0.0,86.74,0.39,76.63,Afternoon,1.3743,83.05,0.0
988,20240621,6039,1024,16234,13519.18,7275.78,4045.46,2197.94,0.0,83.67,0.1,89.2,Afternoon,0.8328,100.0,0.0
31,20240621,6096,1048,7336,9491.34,6675.46,2385.55,430.33,5.5,85.78,0.27,80.79,Night,1.2938,103.19,2750.0
277,20240622,6015,1151,8335,14475.87,12229.55,1422.33,823.99,0.0,89.51,0.46,73.26,Afternoon,1.7368,47.17,0.0
810,20240622,6017,1032,15049,11159.48,6978.86,2597.1,1583.53,0.0,90.41,0.09,76.74,Night,0.7415,64.38,0.0
466,20240622,6030,1187,5810,5118.49,3044.22,1259.06,815.2,0.0,89.47,0.59,68.83,Night,0.881,41.43,0.0
400,20240622,6084,1007,6892,6609.17,3204.54,2595.88,808.75,0.0,82.0,0.09,63.54,Night,0.959,80.42,0.0
880,20240622,6085,1187,4289,3889.55,2090.99,1325.83,472.72,0.0,84.1,0.55,78.91,Night,0.9069,49.92,0.0
689,20240623,6013,1116,12341,18138.87,14936.76,1974.73,1227.38,0.0,87.98,0.39,83.49,Night,1.4698,87.33,0.0
232,20240623,6028,1189,5282,4364.41,2549.71,1324.0,490.7,0.0,86.68,0.58,69.16,Morning,0.8263,43.65,0.0
696,20240624,6028,1159,10020,17201.18,13586.86,2144.57,1469.75,0.0,87.58,0.5,87.22,Night,1.7167,82.8,0.0
682,20240625,6063,1136,5569,6877.03,4517.54,1843.18,516.3,0.0,88.8,0.29,68.06,Night,1.2349,53.42,0.0
632,20240625,6081,1129,6100,7531.17,4787.66,1933.9,809.62,0.0,83.25,0.28,64.83,Night,1.2346,77.83,0.0
714,20240626,6022,1184,4970,4003.03,2374.42,1154.42,474.18,0.0,91.97,0.54,73.62,Night,0.8054,28.31,0.0
774,20240627,6090,1110,4372,7035.47,5266.17,1381.95,387.34,0.0,81.74,0.36,65.41,Night,1.6092,53.33,0.0
742,20240627,6091,1028,5519,5055.22,2536.9,2016.77,501.54,4.0,87.36,0.14,62.24,Night,0.916,67.84,2000.0
778,20240628,6042,1046,9445,12170.93,8208.89,2821.1,1140.93,0.0,91.22,0.19,69.0,Morning,1.2886,66.6,0.0
501,20240628,6050,1120,10983,16887.49,12640.72,3527.85,718.92,0.0,86.68,0.4,82.52,Morning,1.5376,88.18,0.0
785,20240629,6027,1129,7167,7534.61,5522.85,1487.11,524.65,0.0,90.53,0.29,70.76,Morning,1.0513,45.28,0.0
863,20240629,6033,1150,5554,9628.08,7654.23,1161.71,812.14,0.0,88.58,0.45,67.35,Night,1.7335,47.4,0.0
291,20240629,6039,1044,7123,9278.88,6356.0,2048.66,874.22,0.0,83.79,0.2,66.91,Night,1.3027,43.88,0.0
1000,20240629,6047,1154,6333,11111.87,8923.21,1763.07,425.58,0.0,91.63,0.45,72.92,Night,1.7546,57.99,0.0
3,20240629,6050,1177,12085,17674.57,12184.63,3781.58,1708.36,0.0,87.53,0.36,84.52,Afternoon,1.4625,97.03,0.0
791,20240629,6091,1125,4553,5898.17,3652.19,1577.82,668.16,0.0,84.49,0.3,64.98,Night,1.2954,46.64,0.0
554,20240629,6095,1027,9437,8339.5,4151.34,3352.35,835.81,0.0,88.57,0.09,83.68,Morning,0.8837,100.0,0.0
898,20240629,6095,1137,6998,8328.05,5853.57,2123.03,351.44,0.0,84.51,0.28,75.73,Morning,1.1901,74.15,0.0
915,20240630,6028,1179,12101,16632.17,12332.98,3491.03,808.16,0.6,87.95,0.46,78.13,Night,1.3744,102.56,300.0
621,20240701,6008,1096,15581,13887.84,9097.38,3852.44,938.02,0.0,91.66,0.29,83.45,Morning,0.8913,87.38,0.0
661,20240701,6022,1080,17553,12399.38,5230.32,4878.46,2290.6,0.0,92.2,0.05,81.25,Night,0.7064,100.0,0.0
485,20240701,6085,1112,5937,9949.39,7304.91,2216.48,428.0,0.0,82.56,0.4,79.21,Afternoon,1.6758,69.11,0.0
782,20240701,6088,1013,9426,8948.75,4435.34,3525.62,987.79,0.0,87.05,0.09,77.69,Night,0.9494,100.0,0.0
781,20240702,6025,1086,12038,11582.55,7001.37,3494.68,1086.5,0.0,91.4,0.3,72.38,Morning,0.9622,91.34,0.0
125,20240702,6059,1056,11103,14050.32,10223.45,2969.86,857.02,0.0,90.14,0.18,77.86,Morning,1.2655,67.05,0.0
724,20240702,6060,1046,11850,14751.79,10684.57,3220.57,846.65,2.0,86.5,0.24,80.39,Morning,1.2449,109.09,1000.0
97,20240702,6067,1152,4154,7851.8,5815.83,1523.63,512.34,1.7,87.83,0.52,77.66,Afternoon,1.8902,50.59,850.0
516,20240703,6003,1058,19198,22115.75,17233.32,3075.38,1807.05,0.0,92.34,0.2,81.09,Night,1.152,97.54,0.0
376,20240703,6004,1024,21522,15753.84,9846.0,3569.05,2338.79,0.0,95.39,0.09,94.18,Night,0.732,73.39,0.0
158,20240703,6057,1010,12357,11214.12,5385.33,4030.89,1797.9,0.0,89.65,0.1,80.32,Night,0.9075,88.95,0.0
150,20240703,6063,1128,5459,7034.45,4464.44,1894.24,675.78,0.0,84.62,0.28,68.63,Morning,1.2886,52.36,0.0
608,20240703,6079,1180,7293,9986.97,7032.61,2340.91,613.46,0.0,88.75,0.39,66.02,Night,1.3694,77.32,0.0
870,20240704,6013,1048,10893,13711.11,10118.99,2712.25,879.87,0.0,91.05,0.18,76.91,Morning,1.2587,77.08,0.0
636,20240704,6022,1037,13874,11629.04,6223.46,3454.95,1950.63,0.0,86.26,0.1,80.84,Afternoon,0.8382,79.04,0.0
492,20240704,6035,1160,6777,12327.2,9838.78,1493.63,994.79,0.0,87.21,0.47,77.26,Afternoon,1.819,66.82,0.0
434,20240704,6043,1080,16392,12643.19,4908.82,5565.44,2168.93,0.0,88.91,0.05,82.57,Night,0.7713,100.0,0.0
884,20240704,6050,1023,11510,10127.96,5425.37,3141.51,1561.07,0.0,91.67,0.09,79.6,Afternoon,0.8799,92.41,0.0
233,20240704,6085,1161,5635,8503.18,5758.99,1976.04,768.15,0.0,87.11,0.39,75.2,Morning,1.509,65.59,0.0
687,20240704,6097,1175,5976,8379.83,5784.85,2140.5,454.48,0.0,84.88,0.38,59.62,Night,1.4022,54.08,0.0
506,20240705,6047,1037,10857,8835.65,5068.15,2715.43,1052.08,0.0,85.13,0.1,74.05,Afternoon,0.8138,99.42,0.0
534,20240705,6053,1094,9470,9673.78,5736.51,3180.81,756.45,0.0,89.08,0.28,74.12,Night,1.0215,80.21,0.0
834,20240706,6021,1123,9380,10061.52,7155.58,2009.23,896.71,0.0,89.65,0.28,65.11,Night,1.0727,85.87,0.0
413,20240706,6048,1176,11508,16187.46,11411.02,3475.1,1301.33,0.0,84.7,0.36,71.78,Night,1.4066,100.0,0.0
644,20240706,6065,1082,7368,8122.48,4401.9,2621.14,1099.44,0.0,86.55,0.3,71.89,Morning,1.1024,68.81,0.0
58,20240706,6091,1008,8758,7609.79,3961.21,2743.43,905.16,0.0,85.9,0.1,76.28,Afternoon,0.8689,89.72,0.0
680,20240708,6008,1073,17832,10429.96,5122.79,2833.66,2473.51,0.0,89.12,0.05,63.72,Afternoon,0.5849,100.0,0.0
155,20240708,6011,1054,12580,14586.21,11179.24,2636.25,770.72,0.0,89.46,0.18,76.68,Afternoon,1.1595,53.45,0.0
706,20240708,6044,1084,14328,14501.66,8779.42,4745.89,976.35,0.0,92.26,0.29,86.84,Morning,1.0121,93.94,0.0
294,20240708,6055,1096,10635,10372.4,6442.86,2921.16,1008.38,0.0,84.78,0.29,64.29,Afternoon,0.9753,74.84,0.0
56,20240709,6078,1060,6116,7856.54,5480.56,1994.65,381.33,2.4,81.16,0.29,68.37,Afternoon,1.2846,61.66,1200.0
327,20240709,6086,1047,5554,7244.77,4955.78,1790.52,498.48,0.0,86.1,0.19,70.71,Morning,1.3044,52.51,0.0
367,20240709,6089,1035,8747,7624.99,4060.4,2680.07,884.52,1.9,89.02,0.11,68.09,Afternoon,0.8717,100.88,950.0
753,20240710,6053,1182,6526,6026.74,3125.84,2155.12,745.78,0.0,88.81,0.56,74.07,Night,0.9235,55.28,0.0
325,20240711,6032,1037,13056,10210.84,6025.5,2694.8,1490.54,0.0,88.56,0.1,81.72,Night,0.7821,100.0,0.0
489,20240711,6058,1018,10503,9068.64,4687.1,3385.79,995.75,0.0,83.75,0.1,77.16,Morning,0.8634,86.89,0.0
985,20240712,6024,1098,12410,11911.88,7201.31,3463.43,1247.15,0.0,86.55,0.28,79.98,Morning,0.9599,88.3,0.0
107,20240713,6022,1025,11663,8679.0,5073.87,2959.4,645.73,0.0,86.88,0.1,76.47,Afternoon,0.7441,66.44,0.0
582,20240713,6060,1144,6823,12235.93,9432.58,1897.73,905.62,1.4,90.96,0.59,83.4,Morning,1.7933,61.14,700.0
804,20240713,6064,1120,5406,9195.67,6464.99,1938.21,792.48,0.0,80.82,0.37,67.99,Morning,1.701,60.34,0.0
685,20240715,6003,1197,10723,9138.08,5474.19,2549.1,1114.79,0.0,98.34,0.59,74.44,Afternoon,0.8522,54.48,0.0
362,20240715,6024,1130,7649,8993.61,6214.77,1845.46,933.38,0.0,87.75,0.28,64.96,Morning,1.1758,54.43,0.0
455,20240715,6030,1188,5156,4421.32,2647.42,1105.27,668.63,0.0,91.44,0.57,72.57,Night,0.8575,36.76,0.0
592,20240715,6079,1069,9432,7900.93,2896.32,3619.75,1384.85,0.0,83.33,0.05,67.07,Night,0.8377,100.0,0.0
179,20240715,6080,1045,4507,5832.27,3914.25,1395.14,522.87,0.0,83.11,0.19,62.96,Morning,1.294,43.17,0.0
853,20240716,6037,1177,9458,12502.75,9912.96,1924.81,664.98,0.0,89.0,0.38,70.62,Night,1.3219,56.88,0.0
109,20240716,6057,1152,6513,11767.99,9494.89,1771.79,501.31,0.0,84.07,0.48,70.61,Morning,1.8068,46.88,0.0
919,20240716,6067,1096,6525,7189.59,3995.08,2400.31,794.21,0.0,86.57,0.28,64.57,Night,1.1019,73.84,0.0
531,20240717,6014,1165,11362,14831.34,11677.43,1937.02,1216.88,0.0,87.6,0.37,67.87,Night,1.3053,83.27,0.0
838,20240717,6041,1124,10349,12117.9,8257.66,2931.5,928.74,0.0,85.18,0.3,78.54,Afternoon,1.1709,74.05,0.0
514,20240717,6060,1093,10659,11571.85,6430.65,3560.21,1580.99,0.0,88.46,0.29,62.97,Night,1.0856,89.95,0.0
813,20240718,6003,1197,12488,9297.41,6091.26,2361.13,845.02,0.0,95.94,0.57,88.72,Morning,0.7445,63.45,0.0
42,20240718,6007,1098,16154,14387.88,9448.12,3676.94,1262.83,0.0,90.24,0.29,83.78,Morning,0.8907,57.29,0.0
17,20240718,6066,1142,4501,8542.28,6331.57,1614.99,595.72,0.0,82.15,0.46,69.1,Afternoon,1.8979,41.82,0.0
50,20240718,6074,1011,9444,8701.38,4382.7,3347.41,971.27,0.0,80.99,0.09,78.71,Morning,0.9214,100.0,0.0
128,20240719,6005,1038,22176,17036.05,10003.03,5340.39,1692.62,0.0,96.26,0.09,78.96,Morning,0.7682,89.61,0.0
771,20240719,6024,1003,11782,8781.26,5180.17,2381.14,1219.96,0.0,88.14,0.09,74.04,Afternoon,0.7453,83.83,0.0
51,20240719,6073,1164,7045,10691.77,7104.41,2551.7,1035.67,0.0,81.87,0.37,63.6,Night,1.5176,85.52,0.0
148,20240719,6089,1035,9416,8466.54,4117.47,3052.45,1296.62,0.0,83.5,0.1,79.53,Night,0.8992,100.0,0.0
789,20240719,6098,1086,7843,8912.25,4748.83,3017.87,1145.55,0.0,80.94,0.27,69.1,Morning,1.1363,88.69,0.0
114,20240720,6050,1187,6057,5519.58,2949.22,1723.16,847.2,0.0,88.05,0.55,76.53,Night,0.9113,48.63,0.0
187,20240720,6061,1123,4973,6310.35,4072.1,1846.95,391.3,6.0,82.36,0.4,70.47,Morning,1.2689,131.46,3000.0
113,20240721,6005,1116,13513,20273.73,16053.13,3128.9,1091.71,0.0,96.06,0.37,73.02,Afternoon,1.5003,54.6,0.0
844,20240721,6070,1168,6421,9319.91,6496.16,2221.66,602.09,0.0,86.82,0.37,83.26,Afternoon,1.4515,100.0,0.0
614,20240721,6080,1150,5116,8918.63,7049.0,1536.89,332.74,0.0,80.83,0.46,79.43,Afternoon,1.7433,49.0,0.0
209,20240721,6086,1165,6675,9381.01,6560.06,2253.83,567.12,0.0,84.29,0.37,76.47,Afternoon,1.4054,63.11,0.0
670,20240722,6026,1057,8944,11115.94,8145.69,2354.84,615.41,0.0,91.93,0.19,75.1,Night,1.2428,61.87,0.0
918,20240722,6037,1073,11562,6663.8,3409.43,2420.29,834.08,2.4,85.49,0.07,67.0,Afternoon,0.5764,77.26,1200.0
212,20240723,6009,1164,12060,15554.93,11640.78,2899.85,1014.3,0.0,89.93,0.38,71.19,Night,1.2898,65.97,0.0
284,20240723,6020,1134,14143,15555.05,11388.4,2400.26,1766.38,0.0,88.56,0.3,90.62,Afternoon,1.0998,97.55,0.0
424,20240723,6050,1151,6719,12202.54,9564.05,1985.72,652.77,0.0,88.89,0.49,78.5,Morning,1.8161,53.95,0.0
666,20240723,6055,1181,5060,4311.97,2427.32,1523.96,360.69,1.8,86.52,0.63,74.18,Afternoon,0.8522,38.49,900.0
96,20240723,6078,1068,11021,8713.82,3306.91,4403.44,1003.47,0.0,85.32,0.05,75.12,Afternoon,0.7907,100.0,0.0
441,20240724,6014,1174,13303,17699.02,13796.87,3079.09,823.06,0.0,90.65,0.38,70.76,Afternoon,1.3305,97.49,0.0
593,20240725,6016,1122,13977,15135.83,11068.37,2622.6,1444.87,0.0,92.06,0.3,71.78,Morning,1.0829,70.93,0.0
82,20240725,6022,1197,4844,4268.37,2354.43,1323.17,590.77,0.0,83.66,0.55,65.19,Night,0.8812,27.6,0.0
108,20240725,6093,1145,3887,7170.42,5495.79,1264.71,409.92,0.0,80.78,0.5,61.52,Night,1.8447,58.31,0.0
363,20240725,6098,1132,5213,6171.2,4148.2,1602.47,420.53,0.0,87.28,0.27,67.5,Afternoon,1.1838,58.95,0.0
354,20240726,6001,1047,17311,21372.82,15613.09,3244.72,2515.0,0.0,92.02,0.19,79.97,Night,1.2346,86.36,0.0
416,20240727,6055,1075,13717,9950.38,4090.7,4254.89,1604.78,0.0,85.5,0.05,78.2,Afternoon,0.7254,96.52,0.0
374,20240727,6055,1130,7824,10026.01,6271.33,2624.85,1129.83,0.0,91.61,0.29,75.44,Night,1.2814,55.06,0.0
104,20240727,6059,1004,16560,13075.72,7269.46,4757.61,1048.66,0.0,91.28,0.09,85.64,Night,0.7896,100.0,0.0
274,20240727,6087,1096,6879,7685.2,4126.44,2701.17,857.59,0.0,83.99,0.28,64.6,Night,1.1172,98.34,0.0
415,20240728,6006,1039,20170,15923.47,8761.1,4804.69,2357.68,0.4,89.21,0.12,82.77,Night,0.7895,101.69,200.0
828,20240728,6064,1008,8832,7694.28,4006.84,2722.55,964.9,0.0,85.22,0.09,84.8,Morning,0.8712,98.58,0.0
888,20240728,6083,1156,3617,6694.23,5068.35,1321.98,303.9,0.0,86.95,0.47,62.43,Night,1.8508,43.0,0.0
581,20240728,6099,1118,4840,7935.64,5729.54,1806.26,399.84,0.0,86.51,0.37,69.89,Afternoon,1.6396,48.77,0.0
423,20240729,6001,1020,20046,15544.03,9405.92,4077.16,2060.96,0.0,96.4,0.09,80.23,Night,0.7754,100.0,0.0
392,20240729,6003,1054,19682,23402.32,17413.51,3365.23,2623.57,0.0,98.49,0.2,86.97,Night,1.189,100.0,0.0
297,20240729,6058,1171,12088,15617.02,11536.69,3464.16,616.17,0.0,90.69,0.39,98.18,Morning,1.2919,100.0,0.0
371,20240730,6052,1156,6877,12276.95,9426.2,2165.84,684.92,0.0,86.37,0.48,80.26,Afternoon,1.7852,70.44,0.0
654,20240731,6009,1180,17936,24263.03,18576.96,4067.16,1618.91,0.0,94.15,0.4,84.55,Afternoon,1.3528,98.12,0.0
500,20240731,6018,1141,11355,19264.6,15409.16,2330.53,1524.91,0.0,89.87,0.46,77.3,Morning,1.6966,57.38,0.0
849,20240801,6026,1092,13856,13287.99,8047.22,4155.27,1085.5,0.0,83.76,0.29,79.68,Morning,0.959,95.84,0.0
442,20240802,6017,1167,11558,14653.41,11721.83,2329.04,602.54,0.0,87.08,0.38,71.42,Night,1.2678,49.45,0.0
431,20240802,6031,1115,11004,17637.16,13778.22,3298.03,560.9,0.0,88.07,0.38,84.75,Morning,1.6028,72.97,0.0
925,20240802,6077,1081,6522,6373.47,3749.63,2108.96,514.89,0.0,82.86,0.28,69.97,Afternoon,0.9772,80.4,0.0
127,20240802,6080,1189,3480,3558.22,1754.9,1301.14,502.18,0.0,82.87,0.59,74.61,Afternoon,1.0225,33.33,0.0
321,20240803,6030,1017,14025,11076.3,6200.72,3881.97,993.61,0.0,90.1,0.09,84.14,Afternoon,0.7898,100.0,0.0
840,20240803,6055,1021,14211,11966.21,6155.38,4392.35,1418.48,0.0,86.16,0.1,74.26,Afternoon,0.842,100.0,0.0
341,20240803,6098,1127,7466,8705.32,5679.8,2260.05,765.47,0.0,82.38,0.29,77.05,Morning,1.166,84.43,0.0
14,20240804,6063,1075,10425,7810.58,3101.07,4106.03,603.48,0.0,81.86,0.05,71.51,Morning,0.7492,100.0,0.0
375,20240805,6025,1012,13179,9722.64,6025.51,2874.3,822.83,0.0,88.8,0.09,93.12,Morning,0.7377,100.0,0.0
26,20240805,6027,1080,15828,9826.74,4646.44,4370.03,810.27,0.0,86.64,0.05,74.08,Afternoon,0.6208,100.0,0.0
123,20240805,6030,1106,6806,10594.8,7919.28,1719.98,955.54,0.0,86.7,0.38,66.11,Night,1.5567,48.53,0.0
515,20240805,6040,1077,16927,10746.59,4970.18,3388.74,2387.67,0.0,90.44,0.05,76.82,Morning,0.6349,100.0,0.0
453,20240805,6072,1172,6169,8825.38,5989.36,2128.96,707.07,0.0,86.65,0.4,62.72,Afternoon,1.4306,63.4,0.0
172,20240805,6076,1135,6346,7915.0,5058.16,2412.39,444.46,0.0,84.84,0.27,83.3,Morning,1.2472,98.42,0.0
585,20240805,6081,1170,7022,10252.71,6753.11,2690.49,809.11,0.0,85.21,0.37,78.84,Morning,1.4601,89.59,0.0
180,20240806,6001,1101,15817,22634.72,19133.57,2464.67,1036.48,0.0,97.84,0.4,92.33,Night,1.431,78.9,0.0
84,20240806,6069,1115,4501,7356.17,5183.92,1673.23,499.01,0.0,84.58,0.37,72.33,Morning,1.6343,51.74,0.0
893,20240807,6014,1142,9936,16832.61,13941.87,2304.96,585.78,0.0,87.46,0.49,77.98,Night,1.6941,72.82,0.0
444,20240807,6033,1171,9282,12934.39,9672.09,2637.07,625.23,0.0,86.9,0.39,65.6,Morning,1.3935,79.21,0.0
878,20240807,6049,1094,13065,13526.01,8178.71,4440.31,906.99,0.0,89.68,0.28,75.5,Afternoon,1.0353,100.0,0.0
920,20240808,6027,1153,7858,13865.1,11095.64,2147.25,622.21,0.0,88.58,0.47,72.51,Afternoon,1.7645,49.65,0.0
656,20240808,6072,1135,7209,8888.87,5617.72,2561.85,709.3,0.0,88.56,0.28,86.51,Afternoon,1.233,74.08,0.0
544,20240808,6084,1048,6638,8954.75,5911.93,2582.61,460.22,0.0,86.32,0.19,65.91,Morning,1.349,77.46,0.0
61,20240809,6010,1004,19341,14182.69,8782.29,3958.66,1441.74,0.0,87.71,0.09,78.77,Night,0.7333,100.0,0.0
634,20240809,6069,1171,8699,12341.82,8800.98,2895.4,645.44,0.0,83.68,0.38,80.55,Afternoon,1.4188,100.0,0.0
213,20240809,6073,1025,8238,7586.62,3814.93,3241.9,529.79,0.0,82.79,0.09,76.75,Morning,0.9209,100.0,0.0
567,20240809,6096,1128,4700,5881.31,3681.43,1630.97,568.9,0.0,82.68,0.29,57.68,Afternoon,1.2513,50.96,0.0
932,20240809,6100,1073,11745,9543.74,3613.13,4288.59,1642.02,0.0,80.93,0.05,81.46,Afternoon,0.8126,100.0,0.0
53,20240810,6011,1177,14630,19674.05,13906.69,3643.78,2123.57,0.0,90.98,0.36,74.12,Afternoon,1.3448,62.16,0.0
806,20240810,6017,1052,16243,18586.13,14268.46,2522.1,1795.57,0.0,92.87,0.19,87.88,Night,1.1443,69.49,0.0
345,20240810,6041,1154,6810,11873.03,9261.05,1789.84,822.15,0.0,83.66,0.5,63.54,Afternoon,1.7435,48.73,0.0
720,20240810,6041,1157,8844,16571.52,12532.13,2814.27,1225.11,0.0,84.74,0.49,87.89,Afternoon,1.8738,63.28,0.0
859,20240811,6009,1165,13281,16145.73,13129.77,2056.17,959.8,0.0,87.73,0.37,69.27,Night,1.2157,72.65,0.0
395,20240811,6019,1130,12330,14144.06,9848.08,3077.72,1218.27,0.0,86.59,0.27,86.71,Morning,1.1471,70.66,0.0
44,20240811,6020,1055,13285,15471.09,11469.24,2495.67,1506.18,0.0,90.07,0.18,77.44,Morning,1.1646,91.63,0.0
117,20240811,6070,1148,5147,9802.24,7069.35,2050.04,682.84,0.0,82.73,0.46,77.55,Morning,1.9045,80.16,0.0
851,20240811,6083,1115,7177,12267.95,8867.95,2343.56,1056.45,0.0,88.84,0.36,87.29,Morning,1.7093,85.32,0.0
141,20240811,6091,1079,7547,5044.79,2185.85,2419.87,439.07,0.0,86.52,0.05,71.46,Afternoon,0.6684,77.31,0.0
900,20240812,6020,1185,8279,7009.54,4043.64,1971.33,994.57,0.0,87.81,0.55,81.18,Afternoon,0.8467,57.1,0.0
359,20240812,6054,1176,13265,17306.49,12931.13,3594.14,781.22,0.0,91.73,0.38,83.85,Morning,1.3047,89.83,0.0
795,20240813,6029,1166,10887,14188.65,11086.92,2310.49,791.24,0.0,86.79,0.38,69.26,Night,1.3033,91.75,0.0
729,20240814,6062,1024,8353,6834.16,3677.52,2697.19,459.45,0.0,84.14,0.09,75.19,Morning,0.8182,70.06,0.0
211,20240814,6094,1146,4098,7859.31,5972.75,1432.55,454.0,0.0,85.43,0.47,76.93,Afternoon,1.9178,49.24,0.0
135,20240815,6015,1090,11894,10793.73,6961.33,2714.36,1118.04,0.0,92.45,0.29,74.98,Night,0.9075,67.32,0.0
830,20240815,6065,1062,10148,7680.55,3124.68,3802.4,753.47,0.0,88.98,0.05,68.19,Night,0.7569,94.77,0.0
550,20240815,6095,1032,7256,6577.08,3424.23,2748.26,404.59,0.0,81.23,0.1,73.33,Morning,0.9064,76.89,0.0
369,20240815,6096,1029,9223,8407.61,4293.33,3651.05,463.23,0.0,82.28,0.09,74.76,Morning,0.9116,100.0,0.0
890,20240816,6024,1024,11451,9908.52,5388.33,3233.1,1287.09,0.0,88.29,0.1,82.41,Morning,0.8653,81.48,0.0
218,20240816,6033,1160,9863,18163.57,14408.28,2760.38,994.91,2.9,89.66,0.72,86.35,Morning,1.8416,95.74,1450.0
166,20240816,6080,1069,8307,6033.35,2508.69,2602.8,921.86,0.0,81.46,0.05,76.27,Morning,0.7263,79.57,0.0
777,20240816,6100,1056,6408,8582.18,5980.6,2195.76,405.82,0.0,88.13,0.18,65.87,Afternoon,1.3393,54.56,0.0
