HR_ID,DateKey,EmployeeID,Hours_Worked,Overtime_Hours,Absenteeism_Days,Productivity_Score,Training_Hours,Employee_Satisfaction_Score,Turnover_Risk_Score,Performance_Rating,Salary,Benefits_Cost,Efficiency_Ratio,Projects_Completed,Promotion_Eligibility,High_Potential
484,20240501,1481,208.46,0.0,0.6,97.99,28.9,87.01,0.0,5,395935,10527.57,1.0,4,1,1
485,20240501,1753,174.54,0.0,1.7,91.15,21.15,88.93,0.0,4,101709,2677.81,0.98,9,1,1
486,20240501,1493,217.51,0.0,0.4,91.57,31.57,75.09,0.0,4,327647,8638.44,1.04,2,0,0
487,20240501,1730,180.06,0.0,1.6,83.83,24.49,75.54,0.94,3,92546,2692.94,0.91,7,1,1
488,20240501,1688,160.33,0.0,2.0,88.3,24.84,87.39,0.0,3,126884,3778.9,0.99,1,1,1
489,20240501,1615,199.86,0.0,1.3,89.21,24.83,77.11,9.0,3,117609,3224.84,1.2,9,1,1
490,20240501,1394,158.8,0.0,1.4,90.78,20.57,76.33,0.0,4,140354,4203.1,0.96,8,1,0
491,20240501,1414,157.39,18.3,2.3,78.9,8.22,83.97,4.88,2,73244,1808.57,1.01,7,0,1
492,20240501,1315,174.41,8.45,1.7,85.82,24.96,87.93,9.0,3,141330,3700.95,0.83,7,1,1
493,20240501,1659,164.94,0.0,2.4,89.68,13.16,92.66,4.5,3,89141,2420.38,0.9,2,1,1
494,20240501,1589,217.16,0.0,0.4,97.17,49.89,84.2,0.0,5,326480,7089.46,1.04,8,1,1
495,20240501,1723,184.93,0.0,1.2,93.28,32.3,75.17,0.0,4,175946,4355.52,1.13,3,0,1
496,20240501,1751,203.16,10.56,0.4,98.77,35.78,80.33,0.0,5,414593,10639.19,1.17,7,1,1
497,20240501,1556,162.78,0.0,2.3,89.05,16.09,91.82,0.0,3,132976,4070.13,1.17,1,0,0
498,20240501,1679,211.49,0.0,0.6,98.88,39.9,78.5,0.0,5,447336,12148.33,1.19,7,1,0
499,20240501,1509,164.43,0.0,2.2,82.66,11.37,94.83,6.37,3,67201,1835.51,0.85,2,0,1
500,20240501,1471,178.27,0.0,1.1,93.25,20.27,91.83,0.0,4,138982,3926.65,1.09,9,0,0
501,20240601,1497,172.5,0.0,2.0,81.44,17.24,77.43,2.85,3,56693,1525.86,1.16,3,1,0
502,20240601,1582,158.28,0.0,3.2,79.33,12.78,82.33,4.54,2,60200,1830.66,0.81,7,1,0
503,20240601,1785,171.65,5.59,2.1,80.27,16.38,93.25,3.78,3,94756,2214.63,1.07,2,0,1
504,20240601,1472,190.95,0.0,2.4,85.69,25.12,89.27,0.0,3,113601,2887.21,0.94,3,1,1
505,20240601,1524,191.72,0.0,0.9,96.08,30.26,85.4,4.5,5,240361,7277.94,1.06,1,0,1
506,20240601,1668,204.11,9.47,1.0,94.0,37.57,85.2,0.0,4,256342,7500.27,0.93,5,1,0
507,20240601,1684,158.39,0.0,3.2,79.37,12.84,82.73,4.5,2,77320,1681.59,0.91,9,0,0
508,20240601,1405,171.73,0.0,1.2,90.28,32.43,76.06,9.0,4,108339,3495.01,1.12,3,1,0
509,20240601,1402,170.16,19.13,2.8,83.14,9.74,91.97,1.49,3,62128,1649.89,0.9,6,0,1
510,20240601,1569,166.43,0.0,1.9,89.63,15.79,79.16,4.5,3,71387,1876.35,1.06,10,1,1
511,20240601,1594,173.31,0.0,3.6,78.32,12.44,92.97,5.34,2,66872,1872.12,1.16,4,0,1
512,20240601,1538,188.84,0.0,2.6,83.63,15.44,93.47,1.1,3,112188,2909.93,1.03,2,0,1
513,20240601,1442,167.73,0.0,2.0,83.48,15.22,81.22,1.22,3,128094,3382.01,0.94,7,0,1
514,20240601,1424,170.76,0.0,1.6,89.63,19.19,88.41,0.0,3,110927,3394.75,0.9,6,1,0
515,20240601,1305,165.39,0.0,2.8,86.55,13.5,76.43,0.0,3,89780,2757.05,0.92,4,1,0
516,20240601,1482,180.88,0.0,1.0,91.95,33.04,78.36,0.0,4,263998,8184.01,1.05,10,1,0
517,20240601,1416,214.81,0.0,0.8,90.47,28.9,75.04,0.0,4,345887,10008.87,0.99,1,1,0
518,20240601,1322,174.9,0.0,2.5,88.95,20.83,91.48,0.0,3,91841,2547.13,1.06,10,1,0
519,20240601,1464,212.58,0.0,1.0,89.9,25.29,75.9,4.5,3,291787,9516.23,1.09,3,0,0
520,20240601,1555,201.81,15.52,1.9,92.03,30.58,93.48,9.0,4,160124,4886.59,0.93,5,0,1
521,20240601,1592,173.94,0.0,1.5,90.86,14.17,87.21,0.0,4,88653,2667.7,0.87,9,0,0
522,20240601,1534,163.98,0.0,3.5,77.18,9.43,85.68,6.26,2,40529,1031.17,1.04,4,1,1
523,20240601,1633,173.93,0.0,1.6,87.19,18.55,80.26,0.0,3,109399,2305.06,1.15,9,1,1
524,20240601,1615,178.3,0.0,1.4,88.54,24.13,93.71,9.0,3,103895,3416.48,0.88,6,1,1
525,20240601,1393,203.55,5.64,1.7,92.31,28.94,75.52,0.0,4,183369,4671.01,1.06,1,0,0
526,20240601,1661,207.58,0.0,0.5,91.57,44.98,82.11,0.0,4,368962,9638.17,0.88,7,0,0
527,20240601,1743,178.25,0.0,2.0,88.64,16.75,77.05,0.0,3,60859,1699.75,1.12,4,0,0
528,20240601,1586,161.47,0.0,2.4,89.64,23.56,82.13,0.0,3,135005,2904.19,0.99,10,0,1
529,20240601,1401,160.76,0.0,1.8,86.0,19.37,84.06,0.0,3,62803,1879.01,0.86,8,1,1
530,20240601,1395,178.44,0.0,2.2,80.33,16.07,92.28,3.74,3,78010,2090.13,0.97,9,1,1
531,20240601,1577,202.75,0.0,0.4,94.67,39.01,90.82,0.0,4,477332,13876.86,0.85,10,1,1
532,20240601,1539,183.9,19.08,2.6,84.39,14.09,93.94,4.99,3,65723,1676.13,1.03,10,1,0
533,20240601,1411,199.81,8.54,1.2,88.66,22.61,89.68,0.0,3,134103,4006.31,0.83,6,1,0
534,20240601,1705,182.7,0.0,1.3,94.56,27.51,84.36,9.0,4,167007,5056.18,0.83,1,0,0
535,20240601,1776,192.98,0.0,0.9,92.74,31.15,89.8,0.0,4,290962,7708.95,1.18,2,0,0
536,20240601,1517,220.0,0.0,0.6,92.71,46.42,75.84,0.0,4,481708,14615.54,0.82,10,0,1
537,20240601,1595,220.0,0.0,0.6,95.95,38.17,91.76,0.0,5,365976,8734.84,1.08,5,1,1
538,20240601,1778,191.09,0.0,1.7,88.73,15.32,89.89,0.0,3,103338,2868.02,1.04,10,0,1
539,20240601,1457,220.0,0.0,0.6,97.93,30.75,85.4,0.0,5,353744,7607.1,1.06,2,1,1
540,20240601,1648,163.96,0.0,3.3,84.93,12.87,82.16,0.06,3,71939,1993.65,0.94,7,0,0
541,20240601,1773,185.11,0.0,2.1,84.38,13.92,79.83,0.5,3,62630,1419.08,1.09,7,1,0
542,20240601,1345,200.88,0.0,1.4,91.93,31.8,75.62,9.0,4,191936,5331.83,1.11,10,1,1
543,20240601,1309,199.07,0.0,1.7,93.44,22.72,92.61,0.0,4,153141,3831.59,0.81,1,1,0
544,20240601,1420,172.94,0.0,3.9,84.91,12.69,79.94,9.07,3,51588,1429.42,1.14,7,0,0
545,20240601,1498,152.02,0.0,3.6,77.18,11.19,87.63,6.26,2,47763,1348.52,1.13,6,1,1
546,20240601,1695,166.68,0.0,3.1,83.46,15.59,89.12,1.23,3,79385,1766.08,1.19,7,0,1
547,20240601,1729,170.66,0.0,1.9,89.33,20.09,78.69,0.0,3,187059,5861.09,1.18,2,0,0
548,20240601,1488,205.27,0.0,1.0,87.27,26.36,82.48,0.0,3,243052,7708.93,1.05,6,0,0
549,20240601,1400,179.49,0.0,1.4,92.94,22.1,77.7,0.0,4,108670,2605.21,1.0,4,0,0
550,20240601,1731,167.07,0.0,3.1,85.35,18.56,75.97,0.0,3,82646,1742.33,1.04,2,0,1
551,20240601,1608,215.27,0.0,1.0,91.06,31.11,88.51,0.0,4,186894,5779.97,1.01,1,1,1
552,20240601,1499,220.0,0.0,0.5,93.84,39.25,75.63,0.0,4,409557,10514.46,1.01,8,1,0
553,20240601,1796,178.5,0.0,1.5,83.39,22.78,92.37,1.29,3,128642,3976.51,1.14,2,0,0
554,20240601,1311,170.25,0.0,2.7,89.98,10.82,83.69,0.0,3,96540,2815.43,1.17,5,1,1
555,20240601,1315,182.72,16.83,1.1,92.82,26.6,80.71,9.0,4,129774,3696.21,0.98,4,0,1
556,20240601,1620,187.82,11.09,0.8,92.58,22.33,93.41,0.0,4,186082,4363.22,0.9,9,1,1
557,20240601,1658,160.78,0.0,1.9,90.28,19.78,87.39,0.0,4,88158,2491.9,1.0,7,1,1
558,20240601,1450,172.11,0.0,3.6,81.78,8.03,78.43,11.58,3,76539,1976.76,1.17,10,0,0
559,20240601,1560,188.9,0.0,1.3,87.41,32.27,90.59,0.0,3,252418,8129.6,1.1,8,0,0
560,20240601,1717,185.0,0.0,1.8,94.87,18.94,94.85,0.0,4,196333,4889.53,1.15,1,1,1
561,20240601,1520,180.7,0.0,1.5,92.13,16.55,80.87,0.0,4,93741,2769.3,0.97,2,1,0
562,20240601,1537,174.11,0.0,1.4,93.22,31.19,78.66,0.0,4,193907,4585.23,1.03,4,1,1
563,20240601,1456,177.52,0.0,3.4,84.07,8.59,86.5,0.74,3,79859,2116.11,0.94,7,1,1
564,20240601,1761,155.49,0.0,2.3,88.06,19.03,86.64,0.0,3,99038,2142.2,1.12,3,1,1
565,20240601,1593,156.32,0.0,2.9,82.28,12.42,89.01,2.18,3,52855,1230.67,1.01,6,1,1
566,20240601,1529,215.28,0.0,0.4,90.62,32.19,86.53,0.0,4,371872,11027.87,0.81,2,0,1
567,20240601,1650,209.88,0.0,1.1,94.22,23.8,91.5,0.0,4,189468,5033.91,1.18,3,0,1
568,20240601,1792,161.96,17.39,2.9,81.54,7.62,83.61,2.77,3,50602,1190.6,1.0,7,0,0
569,20240601,1572,203.66,0.0,1.0,93.13,37.15,75.45,0.0,4,331835,10095.42,1.0,10,1,1
570,20240601,1621,186.99,0.0,1.5,90.27,26.69,83.96,0.0,4,181916,5968.32,0.8,1,0,1
571,20240601,1507,178.44,0.0,1.8,92.28,21.27,87.56,0.0,4,100131,2675.74,1.19,2,1,0
572,20240601,1471,182.04,0.0,1.5,85.13,17.75,75.83,0.0,3,107847,3377.46,1.18,5,0,1
573,20240601,1550,176.84,0.0,2.5,87.5,16.55,78.41,0.0,3,132595,2855.97,1.13,2,1,0
574,20240601,1434,205.29,7.97,1.3,89.81,22.21,80.84,4.5,3,310920,9613.36,0.98,5,0,0
575,20240601,1562,173.48,0.0,1.5,88.26,14.05,85.9,0.0,3,84932,2689.24,0.86,4,1,0
576,20240601,1649,218.0,0.0,0.5,92.7,38.62,87.8,0.0,4,490376,14281.99,0.85,10,0,0
577,20240601,1323,177.83,0.0,2.6,81.2,10.51,85.23,3.04,3,92193,1951.88,0.98,9,1,1
578,20240601,1321,175.79,0.0,1.5,85.44,24.95,88.72,0.0,3,174356,3652.13,1.19,7,0,1
579,20240601,1350,215.09,0.0,0.8,88.63,29.51,88.65,0.0,3,293393,9773.43,1.18,3,0,0
580,20240601,1704,180.16,5.19,1.2,87.97,33.54,82.83,4.5,3,307418,9579.02,1.12,4,0,1
581,20240601,1386,189.07,0.0,1.1,94.17,36.75,89.73,0.0,4,340340,9046.27,0.98,3,1,0
582,20240601,1659,160.22,0.0,1.9,86.97,11.05,90.25,4.5,3,66497,1531.98,1.18,1,1,0
583,20240601,1699,191.51,0.0,1.4,90.47,24.41,77.35,0.0,4,100970,2504.92,1.02,7,0,1
584,20240601,1515,158.59,0.0,3.2,80.4,15.08,81.01,3.68,3,73199,1817.16,1.02,4,1,0
585,20240601,1394,167.56,0.0,1.7,90.55,18.39,93.03,0.0,4,102165,3371.12,0.94,10,1,1
586,20240601,1475,200.02,0.0,0.6,93.11,28.07,88.35,0.0,4,349022,8840.96,0.92,9,0,1
587,20240601,1531,192.84,0.0,1.2,92.57,29.3,82.6,0.0,4,159185,4722.91,0.81,9,0,1
588,20240601,1533,180.28,0.0,2.9,80.75,16.65,83.62,3.4,3,76646,2541.04,0.82,8,1,1
589,20240601,1483,172.89,0.0,1.7,85.23,25.42,76.31,0.0,3,137708,4359.07,1.1,10,0,0
590,20240601,1746,184.2,0.0,1.1,91.41,33.38,80.32,0.0,4,231415,6746.84,1.03,4,1,0
591,20240601,1647,163.69,0.0,3.1,87.88,16.83,91.65,0.0,3,87101,2797.96,0.94,8,0,1
592,20240601,1702,166.8,0.0,3.1,84.3,11.92,76.21,0.56,3,56639,1862.0,1.1,1,1,1
593,20240601,1532,167.78,0.0,2.5,90.28,24.61,76.63,0.0,4,109459,3514.01,0.88,10,1,0
594,20240601,1587,176.38,13.46,2.9,81.22,14.41,88.87,3.02,3,77414,2576.82,0.88,2,1,1
595,20240601,1331,220.0,0.0,0.4,99.9,30.18,87.33,0.0,5,322828,7908.69,0.86,8,0,1
596,20240601,1372,164.83,0.0,2.9,81.34,12.76,76.89,2.93,3,64479,1488.08,0.85,1,0,0
597,20240601,1364,180.34,0.0,2.6,84.91,21.83,88.22,0.07,3,127531,2710.56,0.87,3,0,1
598,20240601,1604,167.13,0.0,1.6,90.96,18.13,80.1,0.0,4,90271,2394.16,1.11,6,1,0
599,20240601,1444,158.99,0.0,2.9,86.08,9.58,82.48,0.0,3,67964,1819.76,0.89,8,0,0
600,20240601,1509,161.86,0.0,1.8,82.22,18.51,91.95,6.72,3,55058,1518.85,1.17,10,0,1
601,20240701,1388,193.22,15.21,1.9,91.57,18.3,84.04,0.0,4,120215,3183.96,1.2,7,0,1
602,20240701,1452,187.0,0.0,0.8,91.52,31.59,90.57,0.0,4,189460,5268.86,0.85,2,1,1
603,20240701,1510,178.8,15.01,3.0,84.2,12.73,90.74,9.64,3,43441,1194.92,0.86,10,0,1
604,20240701,1619,209.53,0.0,0.5,97.3,47.97,88.59,0.0,5,341604,7672.55,0.84,10,0,1
605,20240701,1423,202.31,0.0,1.1,87.52,20.67,93.94,0.0,3,169499,5463.61,1.12,6,0,0
606,20240701,1470,213.65,0.0,0.9,87.44,37.75,92.75,0.0,3,323398,9506.63,0.8,1,1,0
607,20240701,1487,217.16,0.0,0.5,96.48,28.03,76.46,0.0,5,493133,11807.0,0.85,2,0,0
608,20240701,1575,179.71,16.78,2.6,89.71,13.46,89.21,0.0,3,61595,1787.38,0.87,2,1,0
609,20240701,1587,187.4,0.0,2.8,86.29,11.59,94.87,0.0,3,64790,1915.01,1.19,7,1,0
610,20240701,1662,197.5,0.0,1.0,95.15,34.19,87.05,0.0,5,327515,6979.69,0.88,5,1,1
611,20240701,1497,180.92,0.0,2.1,81.03,13.05,88.32,3.18,3,58131,1876.98,1.12,8,0,1
612,20240701,1501,203.97,13.25,1.3,94.27,23.78,75.71,0.0,4,191415,5996.84,0.98,2,0,1
613,20240701,1794,198.18,0.0,0.9,95.06,26.03,85.9,4.5,5,291503,9653.87,0.86,6,0,0
614,20240701,1665,163.17,0.0,2.1,81.54,13.09,76.43,2.77,3,52719,1649.0,0.94,3,0,1
615,20240701,1485,173.14,0.0,2.7,88.55,12.3,94.33,0.0,3,68376,1673.75,1.0,4,1,1
616,20240701,1735,176.92,0.0,1.4,91.63,31.68,93.65,9.0,4,193267,4590.16,1.1,5,1,0
617,20240701,1513,181.71,0.0,1.1,92.01,31.17,94.15,0.0,4,104775,2197.38,0.95,5,0,0
618,20240701,1384,153.73,0.0,3.7,86.02,9.62,75.22,0.0,3,53644,1644.45,0.86,2,1,0
619,20240701,1573,206.31,0.0,1.8,88.43,26.6,91.1,0.0,3,167765,3774.55,1.05,2,0,1
620,20240701,1443,184.5,0.0,2.0,85.73,16.4,91.58,0.0,3,61688,1932.04,0.82,1,0,0
621,20240701,1625,205.32,0.0,0.4,94.86,46.94,84.65,0.0,4,447185,11313.32,1.2,8,0,1
622,20240701,1658,181.53,0.0,2.3,87.08,25.12,76.29,0.0,3,84375,2758.64,0.82,5,1,1
623,20240701,1449,164.22,0.0,2.6,86.96,10.64,82.25,4.5,3,52685,1411.86,1.18,5,0,1
624,20240701,1586,179.49,0.0,1.4,91.45,14.76,91.71,0.0,4,127416,4166.87,1.0,6,0,0
625,20240701,1440,187.18,0.0,0.7,95.19,23.67,86.43,0.0,5,315716,7948.24,1.12,5,1,1
626,20240701,1656,219.15,0.0,1.0,87.46,23.56,91.86,0.0,3,256471,5913.26,0.93,3,0,1
627,20240701,1538,163.42,0.0,1.5,87.18,20.71,84.55,0.0,3,106632,2375.21,0.87,1,0,1
628,20240701,1437,186.87,0.0,2.1,83.81,12.34,84.62,0.95,3,90276,2152.44,0.92,4,1,1
629,20240701,1784,175.29,0.0,1.4,88.1,15.21,84.65,0.0,3,83944,1923.97,0.94,3,0,0
630,20240701,1520,194.74,0.0,2.2,85.03,25.95,92.66,0.0,3,107066,2554.37,0.86,9,0,0
631,20240701,1584,204.74,0.0,0.7,93.44,24.41,88.08,4.5,4,244209,6466.12,1.09,8,1,1
632,20240701,1442,181.33,0.0,1.8,85.36,24.1,93.83,0.0,3,81594,2232.9,1.09,3,0,1
633,20240701,1462,155.58,8.17,2.4,80.51,11.17,80.62,3.59,3,55868,1414.27,0.91,2,1,0
634,20240701,1446,191.53,0.0,1.2,90.79,21.99,82.33,0.0,4,328187,8510.13,0.86,7,0,0
635,20240701,1764,211.87,0.0,0.9,92.41,25.67,76.05,4.5,4,314659,9704.33,0.99,10,0,1
636,20240701,1529,220.0,0.0,0.5,95.57,33.65,86.76,0.0,5,498023,12254.24,0.91,2,1,0
637,20240701,1583,220.0,0.0,0.5,97.49,32.84,90.41,0.0,5,474532,14769.67,1.16,7,1,1
638,20240701,1690,178.93,0.0,3.8,84.94,11.31,77.99,9.05,3,76338,2494.29,0.99,3,0,1
639,20240701,1457,220.0,0.0,0.6,98.59,39.93,88.68,0.0,5,384695,11815.11,0.89,3,1,0
640,20240701,1406,178.39,0.0,2.4,89.35,21.87,82.3,0.0,3,81269,2337.52,0.94,2,0,0
641,20240701,1800,188.87,0.0,0.9,91.3,25.25,82.86,0.0,4,273770,6378.44,1.16,6,0,0
642,20240701,1522,160.73,0.0,3.3,80.64,12.1,81.49,3.49,3,55907,1453.46,0.98,7,0,0
643,20240701,1381,200.23,0.0,1.5,92.19,30.23,92.05,0.0,4,112815,3391.92,0.86,2,0,0
644,20240701,1713,183.61,0.0,2.4,83.1,15.15,93.81,1.52,3,81003,2517.19,1.08,5,0,0
645,20240701,1712,191.24,0.0,1.6,89.32,23.74,91.39,0.0,3,149458,3568.78,0.9,10,1,1
646,20240701,1355,220.0,0.0,0.4,90.01,45.59,79.32,0.0,4,420965,10270.84,0.87,1,1,1
647,20240701,1723,176.1,0.0,1.8,86.21,20.88,80.19,0.0,3,147078,3702.85,1.04,10,0,0
648,20240701,1415,220.0,0.0,0.5,97.43,28.41,89.32,0.0,5,360604,11717.3,1.07,4,0,0
649,20240701,1552,163.29,0.0,3.0,79.1,9.53,91.6,4.72,2,66643,1593.05,0.81,9,0,0
650,20240701,1356,201.5,0.0,1.1,94.3,29.46,87.97,0.0,4,206258,5952.66,0.86,3,0,1
651,20240701,1623,186.9,0.0,2.6,84.04,15.06,76.01,0.77,3,98326,2841.26,0.84,9,0,0
652,20240701,1519,193.01,0.0,1.9,90.99,23.15,77.08,0.0,4,161791,3948.52,1.14,2,1,1
653,20240701,1527,183.62,0.0,2.1,80.19,17.54,94.36,3.85,3,78323,2238.44,0.94,4,1,1
654,20240701,1759,191.71,0.0,1.1,89.88,24.33,87.59,0.0,3,158611,3768.42,0.97,2,0,0
655,20240701,1567,177.37,0.0,1.4,88.51,21.13,82.48,0.0,3,160351,4689.6,1.01,2,0,0
656,20240701,1533,158.57,0.0,3.0,88.38,12.8,89.28,0.0,3,57794,1855.16,1.19,10,0,1
657,20240701,1762,155.54,0.0,3.5,85.2,12.21,89.69,0.0,3,63421,1888.58,1.07,2,1,0
658,20240701,1696,159.86,0.0,3.5,77.11,7.93,87.72,6.31,2,65710,1988.04,1.1,9,1,1
659,20240701,1632,191.76,0.0,1.0,93.44,37.94,79.08,0.0,4,266823,7748.93,0.8,8,0,1
660,20240701,1766,170.87,0.0,2.6,91.6,23.48,90.29,0.0,4,143835,4791.17,1.09,4,1,1
661,20240701,1545,162.71,0.0,2.1,87.76,11.69,88.55,0.0,3,57326,1870.58,0.96,8,0,0
662,20240701,1379,220.0,0.0,0.4,95.63,37.27,77.11,0.0,5,319674,7766.69,0.99,9,1,1
663,20240701,1788,199.18,0.0,0.8,96.26,27.12,93.75,0.0,5,180340,4360.29,0.95,8,1,0
664,20240701,1588,181.55,0.0,3.2,81.58,10.77,81.88,2.74,3,66806,1482.38,0.92,9,1,0
665,20240701,1729,205.05,0.0,1.1,93.16,32.01,84.59,0.0,4,143187,3098.29,0.97,10,0,0
666,20240701,1714,164.84,0.0,3.7,82.65,7.47,75.12,1.88,3,66501,1493.22,1.13,2,1,0
667,20240701,1789,181.62,17.7,1.2,90.74,24.0,81.91,0.0,4,156252,4647.92,1.18,4,1,1
668,20240701,1483,198.51,0.0,1.7,90.92,17.69,75.22,0.0,4,186329,4646.32,1.13,5,0,0
669,20240701,1591,193.43,0.0,1.8,85.76,21.32,77.15,0.0,3,163214,4525.98,1.2,6,1,1
670,20240701,1620,210.3,0.0,1.1,91.1,37.16,78.54,0.0,4,296667,6438.79,0.94,7,1,1
671,20240701,1673,220.0,6.01,0.4,98.92,41.4,75.89,0.0,5,463947,9860.16,0.85,9,0,0
672,20240701,1773,181.19,0.0,2.2,80.32,16.13,83.2,3.74,3,81548,2474.17,0.88,9,0,1
673,20240701,1780,169.39,0.0,3.4,83.75,12.48,85.2,10.0,3,42864,1125.6,0.99,4,1,1
674,20240701,1319,220.0,0.0,0.4,93.6,33.98,81.15,0.0,4,317795,7854.04,1.02,5,0,1
675,20240701,1330,166.06,0.0,2.2,86.67,9.11,94.22,9.0,3,41445,1023.06,0.96,6,1,1
676,20240701,1378,157.09,0.0,3.0,84.94,11.13,79.09,0.05,3,56981,1608.69,0.88,9,0,1
677,20240701,1777,201.6,0.0,1.2,89.02,18.19,75.45,0.0,3,171995,4742.94,1.09,6,0,0
678,20240701,1763,220.0,0.0,0.5,92.74,38.18,76.15,0.0,4,458664,13141.95,1.06,7,1,0
679,20240701,1436,175.22,11.14,2.0,92.53,18.5,80.47,0.0,4,148958,4951.57,1.07,4,1,1
680,20240701,1634,163.54,0.0,2.4,84.22,22.31,89.03,0.62,3,134881,3964.84,0.88,4,0,0
681,20240701,1532,186.73,0.0,2.2,84.92,16.12,84.78,0.06,3,121124,2772.23,0.92,2,1,1
682,20240701,1435,178.54,0.0,1.6,92.6,27.68,87.31,9.0,4,182957,5692.32,1.13,6,1,1
683,20240701,1701,164.52,0.0,2.4,86.07,15.12,85.11,0.0,3,92857,2298.17,1.04,1,1,1
684,20240701,1745,220.0,0.0,0.4,90.88,44.09,90.02,0.0,4,302031,8131.71,1.06,1,0,0
685,20240701,1724,173.38,0.0,2.2,88.37,18.81,75.87,0.0,3,107795,3507.26,1.09,9,0,0
686,20240701,1490,164.78,0.0,1.5,85.2,21.52,77.88,0.0,3,107709,3439.48,1.18,10,1,1
687,20240701,1465,202.25,0.0,1.6,89.97,21.11,89.05,9.0,3,126046,2922.2,1.15,3,0,1
688,20240701,1602,216.34,0.0,0.7,89.41,34.44,94.43,0.0,3,259745,6584.46,1.1,9,0,1
689,20240701,1551,180.26,0.0,3.1,86.7,14.18,91.84,0.0,3,76628,2119.62,0.81,6,1,0
690,20240701,1612,160.6,12.68,3.4,82.18,12.46,83.4,2.26,3,70953,1742.27,1.15,9,0,1
691,20240701,1444,159.8,0.0,2.4,83.18,7.99,77.0,1.46,3,70216,2171.51,0.94,5,0,0
692,20240701,1469,216.75,0.0,0.6,96.59,49.01,87.87,0.0,5,324706,7041.23,0.98,4,0,0
693,20240701,1493,220.0,0.0,0.6,90.1,34.96,85.95,0.0,4,453629,11434.31,0.96,4,1,0
694,20240701,1441,192.3,16.08,1.4,92.03,29.04,88.04,0.0,4,168866,4149.96,1.12,3,1,1
695,20240701,1675,203.77,0.0,1.8,87.95,30.39,75.91,9.0,3,193456,5909.67,0.89,9,1,0
696,20240701,1369,174.31,0.0,1.4,87.94,26.82,84.47,0.0,3,178148,5154.7,0.94,3,0,0
697,20240701,1596,199.41,0.0,1.2,92.99,30.04,78.67,0.0,4,223832,5503.86,1.12,10,0,0
698,20240701,1495,192.45,0.0,1.2,94.2,23.67,77.62,9.0,4,194530,5187.89,0.84,8,0,1
699,20240701,1795,174.31,0.0,1.5,88.3,21.25,78.07,9.0,3,190571,5646.57,1.2,6,1,0
700,20240701,1572,202.5,0.0,0.9,93.44,26.4,84.01,0.0,4,192042,6146.5,1.2,10,1,1
701,20240801,1750,163.98,0.0,2.3,83.4,8.98,92.64,10.28,3,47785,1015.05,1.11,3,1,0
702,20240801,1761,171.98,17.82,2.6,87.85,16.48,94.35,0.0,3,60056,1637.58,0.95,6,0,1
703,20240801,1715,215.87,0.0,0.6,90.73,30.06,93.47,0.0,4,347557,7885.68,0.94,3,1,0
704,20240801,1406,165.58,0.0,1.6,85.8,15.33,94.71,0.0,3,83474,1762.88,0.95,7,1,1
705,20240801,1797,177.62,0.0,3.1,87.28,13.79,81.13,0.0,3,97613,2340.1,0.94,4,0,1
706,20240801,1532,166.79,0.0,1.5,85.32,21.01,84.77,0.0,3,126313,3918.99,1.13,9,0,1
707,20240801,1408,172.56,0.0,3.6,86.6,9.14,93.67,0.0,3,77837,2180.35,1.19,10,1,1
708,20240801,1415,220.0,0.0,0.6,93.43,28.22,75.92,0.0,4,347810,8560.4,0.8,1,1,0
709,20240801,1466,186.91,0.0,2.0,86.27,20.52,91.34,0.0,3,90056,2871.72,1.14,3,1,1
710,20240801,1534,178.76,9.34,3.4,78.98,11.4,92.93,4.82,2,47786,1176.6,1.07,7,1,0
711,20240801,1622,164.92,19.85,2.4,90.73,17.09,82.4,0.0,4,103819,3458.12,1.02,2,1,1
712,20240801,1482,206.43,0.0,1.2,92.19,30.09,93.84,0.0,4,214646,7017.01,1.16,4,0,1
713,20240801,1658,176.93,0.0,1.8,91.48,20.86,81.34,0.0,4,126610,3960.42,1.02,1,1,0
714,20240801,1667,203.01,0.0,0.5,96.38,50.09,92.66,0.0,5,377208,9982.92,1.17,9,0,1
715,20240801,1398,186.37,0.0,1.0,88.46,25.25,88.25,0.0,3,289744,6125.09,1.16,7,0,0
716,20240801,1333,170.9,0.0,1.7,92.45,31.24,94.26,0.0,4,141108,3958.66,1.02,1,1,1
717,20240801,1452,209.45,0.0,0.9,92.48,35.09,76.09,0.0,4,314099,9818.61,1.15,5,0,0
718,20240801,1716,206.64,0.0,0.9,92.96,27.81,78.01,0.0,4,321996,10343.54,1.0,10,0,1
719,20240801,1390,150.62,0.0,2.1,86.04,9.84,85.49,9.0,3,45855,1217.68,1.05,9,0,0
720,20240801,1687,198.14,15.51,1.6,91.13,25.57,78.91,0.0,4,105662,2794.28,1.18,2,0,1
721,20240801,1689,173.72,0.0,3.1,88.79,18.53,84.5,4.5,3,87992,2604.23,1.07,7,0,0
722,20240801,1525,199.73,10.17,1.8,93.69,17.72,93.59,9.0,4,175731,5743.69,0.98,5,0,0
723,20240801,1440,185.31,8.72,1.3,87.79,37.25,75.43,0.0,3,285291,8423.15,0.91,1,1,0
724,20240801,1460,189.51,0.0,1.4,83.32,17.23,94.4,1.34,3,103388,3333.06,0.82,6,1,1
725,20240801,1558,166.48,19.21,2.7,85.8,12.21,83.12,0.0,3,44851,1436.46,0.83,3,0,1
726,20240801,1734,180.38,0.0,0.8,93.96,30.13,94.57,4.5,4,312998,8979.75,1.19,5,0,0
